mmsi,shiptype,valid_from,valid_to,shipname,geartype,flag,callsign,imo,tonnage,length,national_id,rfmo_id,rank_name,notes,clav_VRMFID,clav_DateUpdated,clav_TUVI,clav_FlagCode,clav_ParentVesselTypeCode,clav_ParentVesselType,clav_VesselTypeCode,clav_GearTypeCode,clav_LengthTypeCode,clav_TonnageTypeCode,clav_PreviousName,clav_PreviousNameDate,clav_PreviousFlagCode,clav_PreviousFlagCodeDate,clav_AutStatus,clav_DateAutStart,clav_DateAutEnd,clav_DateAutTerm,clav_AutTermCode,clav_AutTermDescription,clav_AutTermReason,clav_URLID
224501000,Purse seiners,1/4/2012 7:19:43,2/10/2015 14:00:27,JUAN RAMON EGA��A,Purse seines,Spain,EAUT,8222422,2107,77.3,ESP000013655,ATEU0ESP00164,ICCAT,,9661,43:35.0,1752,ESP,SO,Seiners,SP,PS,LOA,GT,,,,,Unauthorized,12/31/2005 18:00:00,12/30/2015 18:00:00,4/13/2015 8:43:35,2,Expiration of authorization,Explicit CLAV 'DROP' request,1879
224089000,Pole and Line vessels,3/22/2012 11:53:59,12/31/2015 23:49:08,KERMANTXO,Handline and pole-lines (hand operated),Spain,EAXI,9212955,262,38.3,ESP000024677,ATEU0ESP00169,ICCAT,,9666,10:04.0,1768,ESP,LO,Liners,LP,LHP,LOA,GT,,,,,Authorized,12/31/2005 18:00:00,12/30/2015 18:00:00,,,,,1541
215000780,Non-fishing vessels nei,4/1/2013 17:29:47,12/31/2015 23:51:48,Hannibal I,Gear not known or not specified,Malta,9H7788,,186,23.95,MLT00MFA0297,ATEU0MLT00153,ICCAT,,32923,55:58.0,30807,MLT,VOX,Non-fishing vessels nei,VOX,NK,LOA,GT,Hannibal 1,4/23/2015 1:52:09,,,Authorized,4/21/2015 17:00:00,12/30/2015 18:00:00,,,,,7621
224066550,Unknown,6/4/2013 5:14:11,12/30/2015 16:17:01,BRISA DEL MAR,Gear not known or not specified,Spain,EA4346,,43.52,21.1,ESP000025297,ATEU0ESP03427,ICCAT,,33112,17:44.0,30996,ESP,UNK,Unknown,UNK,UNK,LOA,GT,,,,,Authorized,3/25/2014 18:00:00,3/25/2016 18:00:00,,,,,24045
416230600,Longliners,11/14/2014 7:33:20,12/29/2015 21:46:56,De Sheng Fa No. 3,Longlines (not specified),"Taiwan, Republic of China",BJ5021,,97,23.95,CT4-3021,14390,IATTC,,3795,00:00.0,241,TWN,LO,Liners,LL,LL,LOA,GT,DE SHENG FA NO. 3,2/21/2011 3:00:00,,,Unauthorized,,5/1/2013 2:00:00,5/1/2013 2:00:00,2,Expiration of authorization,Explicit CLAV 'DROP' request,
431864000,Longliners,4/23/2013 12:12:27,12/31/2015 12:11:47,Koyo Maru No. 6,Longlines (not specified),Japan,JRRD,,439,51.2,KN1-711,4159,IATTC,,4594,00:00.0,642,JPN,LO,Liners,LL,LL,LOA,GT,KOYO MARU NO. 6,2/21/2011 3:00:00,,,Authorized,,,,,,,
431700260,Longliners,1/1/2012 0:29:00,12/31/2015 23:46:40,SHOEI MARU No. 7,Longlines (not specified),Japan,JQTN,9120023,410,49.99,MG1-1917,AT000JPN00384,ICCAT,,7056,36:51.0,1129,JPN,LO,Liners,LL,LL,LOA,GRT,SHOEI MARU n�� 07,7/11/2014 6:18:04,BRA,7/7/2014 15:00:00,Authorized,7/31/2012 17:00:00,7/30/2017 17:00:00,,,,,3280
271056015,Non-fishing vessels nei,10/13/2012 7:53:55,12/31/2015 20:51:11,Soydemirler,Gear not known or not specified,Turkey,TC9871,,376,43.45,TUR001416606,AT000TUR00043,ICCAT,,8290,51:10.0,6915,TUR,VOX,Non-fishing vessels nei,VOX,NK,LOA,GRT,SOYDEMIRLER,6/6/2014 2:57:10,,,Authorized,2/28/2015 18:00:00,2/27/2016 18:00:00,,,,,2673
431725000,Longliners,1/1/2012 0:02:01,12/31/2015 19:00:39,WAKASHIO MARU 118,Longlines (not specified),Japan,JDXC,9167772,499,54.8,1306,666,CCSBT,,1661,09:01.0,1331,JPN,LO,Liners,LL,LL,REG,GRT,118 WAKASHIO MARU,4/11/2007 1:10:18,,,Authorized,3/31/2015 8:00:00,3/30/2016 8:00:00,,,,,16020
224313000,Tuna longliners,1/1/2012 7:36:20,12/31/2015 19:53:35,COSTA AZUL UNO,Gear not known or not specified,Spain,ECBU,,364.06,44.45,ESP000025500,5151,WCPFC,,23815,39:34.0,1438,ESP,LO,Liners,LLT,UNK,LOA,GRT,,,,,Authorized,12/31/2005 8:00:00,12/30/2020 8:00:00,,,,,
263576000,Tuna longliners,1/1/2012 2:51:12,12/31/2015 17:26:07,VALMIT��O,Gear not known or not specified,Portugal,CUFN,,593,40.95,PRT000022649,5300,WCPFC,,23971,31:14.0,1305,PRT,LO,Liners,LLT,UNK,LOA,GT,VILA DE RIBAMAR,2/15/2011 8:00:00,,,Authorized,4/1/2009 8:00:00,12/30/2020 8:00:00,,,,,
271072306,Purse seiners,3/6/2013 7:40:35,12/28/2015 3:55:14,BATMAZLAR-2,Purse seines,Turkey,TC7066,,22,28.55,TUR001456086,AT000TUR00363,ICCAT,,32653,21:52.0,30538,TUR,SO,Seiners,SP,PS,LOA,GT,,,,,Authorized,8/31/2012 15:00:00,8/24/2016 15:00:00,,,,,2261
356591000,Fish carriers,1/3/2012 12:12:14,12/31/2015 22:05:52,WIN SHENG,,Panama,3FWH6,7810571,4177,114.85,23696-97-CH,9251,WCPFC,,40829,30:20.0,35444,PAN,FO,Fish carriers,FO,,LOA,GRT,,,,,Authorized,9/12/2014 8:00:00,9/12/2016 8:00:00,,,,,
416121800,Longliners,12/1/2014 13:21:33,12/31/2015 2:04:41,HONG CHIN,Longlines (not specified),"Taiwan, Republic of China",BI2561,,563,55.9,CT7-0561,8753,IATTC,,6129,00:00.0,443,TWN,LO,Liners,LL,LL,LOA,GRT,HUANG CHIN,2/20/2011 3:00:00,,,Authorized,,,,,,,
235058829,Trawlers,7/19/2012 20:57:12,12/22/2015 9:15:34,GLENRAVEL,Bottom trawls,United Kingdom,2ADN9,,153,26.25,GBR000C19052,ATEU0GBR00422,ICCAT,,10482,00:00.0,8464,GBR,TO,Trawlers,TO,TB,LOA,GRT,,,,,Authorized,9/21/2008 17:00:00,12/30/2015 18:00:00,,,,,7009
247121160,Purse seiners,6/17/2013 15:57:17,12/29/2015 15:33:00,BATTISTA,Purse seines,Italy,IRQP,,64,22.54,ITA000017879,ATEU0ITA08441,ICCAT,,11262,45:51.0,20096,ITA,SO,Seiners,SP,PS,LOA,GT,,,,,Expired,12/31/2009 15:00:00,12/30/2014 15:00:00,,,,,18731
224106130,Longliners,5/1/2012 22:36:25,10/5/2015 17:21:29,NUEVO RAMSES,Drifting longlines,Spain,EA2829,,185,28,ESP000023099,IOTC000282,IOTC,,11629,12:48.0,1480,ESP,LO,Liners,LL,LLD,LOA,GT,,,,,Authorized,12/31/2014 15:00:00,12/30/2015 15:00:00,,,,,77922
432468000,Tuna longliners,1/2/2012 16:23:16,12/31/2015 19:51:41,KOTOSHIRO MARU NO.18,Drifting longlines,Japan,7JDV,,469,52.19,KN1-744,1419,WCPFC,,20254,42:58.0,636,JPN,LO,Liners,LLT,LLD,RGL,GRT,,,,,Authorized,7/31/2012 8:00:00,7/30/2017 8:00:00,,,,,
367463000,Tuna purse seiners,2/26/2014 5:59:24,12/31/2015 12:53:19,OCEAN WARRIOR,Purse seines,United States of America,WDD9953,9097317,1517,63.12,1205808,8832,WCPFC,,24844,37:46.0,15687,USA,SO,Seiners,SPT,PS,RGL,GRT,,,,,Authorized,10/31/2012 8:00:00,10/31/2017 8:00:00,,,,,
529686000,Tuna purse seiners,12/11/2013 15:55:45,12/31/2015 21:14:17,MARAWA I,Purse seines,Kiribati,T3LM2,,1350,67.48,K-17781353,932,WCPFC,,25234,51:30.0,15951,KIR,SO,Seiners,SPT,PS,LOA,GRT,OLYMPUS,11/21/2015 21:51:30,KOR,7/20/2005 15:00:00,Authorized,11/20/2014 8:00:00,12/30/2015 8:00:00,,,,,
520182000,Longliners,6/3/2015 6:07:52,10/18/2015 5:38:27,HANGTON 1036,Longlines (not specified),Fiji,3DZY,,120,29.43,808,9725,WCPFC,,25487,25:05.0,16130,FJI,LO,Liners,LL,LL,LOA,GRT,LU RONG YU 1036,2/22/2010 8:00:00,CHN,2/21/2010 15:00:00,Authorized,1/1/2015 8:00:00,1/1/2016 8:00:00,,,,,
440671000,Purse seiners,1/1/2012 3:30:51,11/27/2015 14:56:21,Sajo Olympia,Purse seines,"Korea, Republic of",,,992,60.35,9506100-6210002,3463,IATTC,,29099,13:00.0,1021,KOR,SO,Seiners,SP,PS,LOA,GT,Ocean Pearl,7/11/1988 2:00:00,USA,7/10/1988 15:00:00,Unauthorized,,8/29/2014 14:13:00,8/29/2014 14:13:00,2,Expiration of authorization,Explicit CLAV 'DROP' request,
224110000,Longliners,1/19/2012 16:47:50,12/29/2015 11:05:47,CUPLE,Longlines (not specified),Spain,EBZG,,,25.25,GC-1-3-02,8785,IATTC,,6140,00:00.0,1440,ESP,LO,Liners,LL,LL,LOA,,,,,,Authorized,,,,,,,
432411000,Longliners,1/2/2012 16:21:07,12/31/2015 21:31:57,Chokyu Maru No. 35,Longlines (not specified),Japan,JEXV,,471,49.99,ME1-841,9129,IATTC,,6270,00:00.0,573,JPN,LO,Liners,LL,LL,LOA,GT,Keifuku Maru No. 7,9/9/2013 2:00:00,,,Authorized,,,,,,,
225353000,Trawlers,6/1/2012 3:08:48,12/21/2015 10:04:46,PORTOSANTO,Bottom trawls,Spain,EAPR,8962527,278,30.5,ESP000024733,ATEU0ESP00333,ICCAT,,9798,27:49.0,8102,ESP,TO,Trawlers,TO,TB,LOA,GT,,,,,Authorized,12/31/2005 18:00:00,12/30/2015 18:00:00,,,,,1546
416631000,Longliners,8/30/2014 10:16:36,12/31/2015 21:17:31,CHIEN CHANG 36,Longlines (not specified),"Taiwan, Republic of China",BH3282,8749456,497,52.65,CT6-1282,81,CCSBT,,1734,00:00.0,2874,TWN,LO,Liners,LL,LL,LOA,GRT,,,,,Unauthorized,3/31/2014 8:00:00,9/29/2015 9:00:00,9/29/2015 9:00:00,2,Expiration of authorization,Explicit CLAV 'DROP' request,15089
416002474,Tuna longliners,6/23/2013 1:45:23,11/2/2015 0:43:39,SHUEN DE CHING NO.12,Longlines (not specified),"Taiwan, Republic of China",BJ3920,,70.58,22.55,CT4-1920,3381,WCPFC,,22146,03:21.0,13892,TWN,LO,Liners,LLT,LL,LOA,GT,JINN HORNG FA,2/16/2011 8:00:00,,,Authorized,3/28/2013 8:00:00,3/27/2018 8:00:00,,,,,
368489000,Tuna purse seiners,8/25/2013 13:24:34,12/31/2015 21:50:30,CAPE MAY,Purse seines,United States of America,WDE2195,8103028,1167,61.17,645777,4241,WCPFC,,22986,34:57.0,14385,USA,SO,Seiners,SPT,PS,RGL,GRT,LEGACY,11/28/2007 8:00:00,,,Authorized,11/29/2012 8:00:00,11/29/2017 8:00:00,,,,,
368046000,Tuna purse seiners,1/30/2015 3:19:28,12/31/2015 12:19:12,SEA DEFENDER,Purse seines,United States of America,WDD8934,8996190,1415,63.79,1202621,8774,WCPFC,,24795,36:17.0,15659,USA,SO,Seiners,SPT,PS,RGL,GRT,YUNG DA FA NO. 668,9/25/2012 15:00:00,VUT,9/25/2007 15:00:00,Authorized,9/27/2012 8:00:00,9/27/2017 8:00:00,,,,,
238117940,Non-fishing vessels nei,10/7/2013 7:33:12,12/7/2015 7:12:57,TRAPA,Gear not known or not specified,Croatia,9A8497,7017090,115,24.2,HRV000001506,ATEU0HRV00075,ICCAT,,32815,30:28.0,30699,HRV,VOX,Non-fishing vessels nei,VOX,NK,LOA,GT,Trapa,12/22/2014 5:24:19,,,Authorized,12/31/2014 18:00:00,12/30/2015 18:00:00,,,,,5192
416220800,Longliners,8/1/2012 11:02:51,12/31/2015 10:48:01,Jin Tsai Fu No. 888,Longlines (not specified),"Taiwan, Republic of China",BH3378,,246,36.6,CT6-1378,13544,IATTC,,3299,00:00.0,129,TWN,LO,Liners,LL,LL,LOA,GT,Ching Kuo Fa No. 2,3/16/2011 2:00:00,,,Authorized,,,,,,,
529529000,Fish carriers,10/18/2012 4:18:09,7/17/2015 7:25:21,CHAN HAN 6,,Panama,3FJL9,7812074,3835,103.73,47352-PEXT,9421,WCPFC,,40860,50:11.0,35475,PAN,FO,Fish carriers,FO,,LOA,GRT,FRIO JAPAN,11/29/2013 15:00:00,KIR,11/30/2013 15:00:00,Authorized,6/30/2015 8:00:00,6/30/2016 8:00:00,,,,,
576419000,Fish carriers,1/4/2012 0:32:09,9/16/2015 2:14:29,MEITA MARU,Gear not known or not specified,Liberia,D5JO8,9071583,3802,106.86,729-15-NYC,AT000LBR00002,ICCAT,,1000998,01:10.0,23985,LBR,FO,Fish carriers,FO,NK,LOA,GT,HULL NO.314,10/29/2015 9:26:55,LBR,10/28/2015 15:00:00,Authorized,9/28/2015 17:00:00,9/28/2016 17:00:00,,,,,8188
228967000,Handliners,1/3/2012 23:58:30,11/26/2015 20:20:50,CORONA DEL MAR,Hooks and lines (not specified),France,FIPY,9093206,370,33.53,FRA000724048,ATEU0FRA00022,ICCAT,,10164,55:09.0,8222,FRA,LO,Liners,LH,LX,LOA,GT,,,,,Authorized,12/31/2013 18:00:00,12/30/2015 18:00:00,,,,,1308
431670000,Tuna purse seiners,6/24/2013 5:24:51,12/20/2015 2:02:19,FUKUICHI MARU NO.85,Gear not known or not specified,Japan,JHPT,,1094,57.3,SO1-1055,1889,WCPFC,,20662,44:18.0,345,JPN,SO,Seiners,SPT,UNK,RGL,GRT,,,,,Authorized,7/31/2012 8:00:00,7/30/2017 8:00:00,,,,,
512002681,Trawlers,3/23/2014 23:34:59,12/31/2015 22:53:38,AMALTAL MARINER,Other trawls (not specified),New Zealand,ZMAM,,498,32.1,63146,746,CCSBT,,26178,57:28.0,22153,NZL,TO,Trawlers,TO,TX,LOA,GRT,,,,,Authorized,12/30/2014 15:00:00,12/29/2015 15:00:00,,,,,15657
432942000,Longliners,8/6/2013 4:54:25,12/31/2015 23:01:11,Fukuyo Maru No. 7,Longlines (not specified),Japan,7JPQ,,436,50.59,MG1-2072,15568,IATTC,,28385,00:00.0,24360,JPN,LO,Liners,LL,LL,LOA,GT,,,,,Authorized,,,,,,,
367134190,Multipurpose vessels,3/27/2015 6:44:05,11/21/2015 18:15:10,CAPE FOULWEATHER,Multigear not specified,United States of America,WAC3697,,68,21.9,511577,13114,IATTC,,3004,00:00.0,73,USA,MO,Multipurpose vessels,MO,MUL,LOA,GRT,,,,,Authorized,,,,,,,
247147630,Longliners,4/16/2013 13:46:10,12/29/2015 16:15:17,ENZA PAOLA,Longlines (not specified),Italy,IKYK,,65,21.69,ITA000016103,ATEU0ITA00723,ICCAT,,34025,02:23.0,28652,ITA,LO,Liners,LL,LL,LOA,GT,,,,,Authorized,12/31/2014 18:00:00,12/30/2015 18:00:00,,,,,5473
431700200,Longliners,3/15/2015 23:35:37,12/31/2015 10:34:12,SHOUN MARU 151,Longlines (not specified),Japan,JPYK,9109469,319,44.8,1011,264,CCSBT,,351,09:01.0,1152,JPN,LO,Liners,LL,LL,REG,GRT,151 SHOUN MARU,4/11/2007 1:10:18,,,Authorized,3/31/2015 8:00:00,3/30/2016 8:00:00,,,,,16007
224018440,Longliners,2/28/2012 9:48:15,12/31/2015 11:04:15,CALI UNO,Drifting longlines,Spain,EBSR,,143,31,VILL-1-2-01,IOTC000210,IOTC,,36030,58:56.0,7950,ESP,LO,Liners,LL,LLD,LOA,GRT,,,,,Unauthorized,8/22/2005 15:00:00,3/6/2007 7:58:56,3/6/2007 7:58:56,2,Expiration of authorization,Explicit CLAV 'DROP' request,7678
510021000,Fish carriers,1/28/2012 23:16:00,12/19/2015 13:56:04,ASIA STAR NO.1,Miscellaneous gears,"Micronesia, Federated States of",V6P07,701,496,59,VR0110,8974,WCPFC,,40760,19:04.0,35375,FSM,FO,Fish carriers,FO,MIS,LOA,GT,,,CHN,6/9/2008 15:00:00,Authorized,6/11/2008 8:00:00,11/22/2016 8:00:00,,,,,
432943000,Tuna longliners,9/29/2013 22:00:21,12/12/2015 5:34:06,KAIO MARU NO.81,Drifting longlines,Japan,7JQD,,436,50.59,ME1-962,10940,WCPFC,,41813,50:15.0,24369,JPN,LO,Liners,LLT,LLD,RGL,GRT,,,,,Authorized,11/26/2013 15:00:00,7/29/2017 15:00:00,,,,,
432343000,Longliners,1/13/2012 4:04:39,12/31/2015 19:56:11,KOTOSHIRO MARU NO. 10,Longlines (not specified),Japan,JQZR,,,51.2,KN1-741,9103,IATTC,,6261,00:00.0,637,JPN,LO,Liners,LL,LL,LOA,,,,,,Authorized,,,,,,,
224076630,Pole and Line vessels,8/28/2012 0:17:40,11/9/2015 23:08:15,BIDASOA,Handline and pole-lines (hand operated),Spain,EGZZ,,163,33,ESP000021786,ATEU0ESP00063,ICCAT,,9583,37:29.0,7946,ESP,LO,Liners,LP,LHP,LOA,GT,,,,,Authorized,12/31/2005 18:00:00,12/30/2015 18:00:00,,,,,1724
224464000,Tuna purse seiners,1/26/2012 2:41:28,11/22/2015 8:30:20,DONIENE,Purse seines,Spain,EAAI,,3674,109.3,VILL-3-10-96,IOTC000172,IOTC,,11559,59:34.0,1652,ESP,SO,Seiners,SPT,PS,LOA,GT,,,,,Authorized,12/31/2014 15:00:00,12/30/2015 15:00:00,,,,,76658
520171000,Longliners,7/11/2015 22:25:17,12/31/2015 14:21:24,FENGYUH NO. 6,Longlines (not specified),Fiji,3DWF,8628456,193,36.6,825,9773,WCPFC,,25525,50:09.0,16160,FJI,LO,Liners,LL,LL,LOA,GRT,,,,,Authorized,1/29/2015 8:00:00,1/28/2016 8:00:00,,,,,
775602000,Purse seiners,3/15/2012 16:05:01,12/31/2015 19:08:33,Emilio,Purse seines,Ecuador,HC5593,7235628,1356,64.72,P-04-00961,3403,IATTC,,4450,00:00.0,4723,ECU,SO,Seiners,SP,PS,LOA,GT,EMILIO,8/12/2011 2:00:00,NIC,7/30/2015 15:00:00,Authorized,,,,,,,
642795000,Support Vessels,4/27/2015 8:26:07,12/30/2015 14:53:15,NAWASI ALKIR 1,Purse seines,Libya,5AVS,8658229,139.29,39.27,S.K.H.118,AT000LBY00015,ICCAT,,7378,07:55.0,6157,LBY,VOX,Non-fishing vessels nei,VOS,PS,LOA,GRT,EL HADER I,2/20/2015 4:08:14,FRA,12/19/2011 15:00:00,Expired,5/18/2015 17:00:00,8/30/2015 17:00:00,,,,,2726
271072184,Non-fishing vessels nei,9/20/2012 18:51:58,12/31/2015 16:46:44,Kolcular,Gear not known or not specified,Turkey,TC5348,,181,34,TUR001506233,AT000TUR00341,ICCAT,,8573,51:10.0,7197,TUR,VOX,Non-fishing vessels nei,VOX,NK,LOA,GRT,KOLCULAR,12/16/2014 9:21:51,,,Authorized,2/28/2015 18:00:00,2/27/2016 18:00:00,,,,,2239
431927000,Longliners,3/1/2012 17:52:09,12/30/2015 23:46:29,KORYO MARU No.15,Drifting longlines,Japan,JFDD,9167758,741,52.6,TY1-177,IOTC001281,IOTC,,12305,03:00.0,621,JPN,LO,Liners,LL,LLD,LOA,GT,KORYO MARU NO.15,7/31/2007 15:00:00,,,Authorized,7/31/2012 15:00:00,7/30/2017 15:00:00,,,,,51065
204228000,Longliners,8/14/2012 20:17:13,12/31/2015 16:37:23,VISTA ALEGRE,Drifting longlines,Portugal,CUOU,8017176,228,28.6,PRT000001540,IOTC003588,IOTC,,13162,28:50.0,1320,PRT,LO,Liners,LL,LLD,LOA,GT,,,,,Authorized,1/9/2014 15:00:00,12/30/2020 15:00:00,,,,,62388
441812000,Tuna longliners,1/3/2012 8:34:12,12/30/2015 20:50:36,KYUNG YANG NO.7,Drifting longlines,"Korea, Republic of",6KCA7,8734267,488,51.19,1110002-6261409,10114,WCPFC,,19838,09:59.0,21036,KOR,LO,Liners,LLT,LLD,LOA,GT,YUH YOW NO.607,7/13/2015 0:50:05,TWN,12/2/2011 15:00:00,Authorized,12/4/2011 8:00:00,12/3/2016 8:00:00,,,,,
416001415,Tuna longliners,12/8/2012 4:38:46,12/31/2015 20:06:26,SIN SHENG FU NO.36,Longlines (not specified),"Taiwan, Republic of China",BK6831,,48.24,23.73,CT3-4831,2749,WCPFC,,21489,23:02.0,13284,TWN,LO,Liners,LLT,LL,LOA,GT,,,,,Authorized,9/19/2011 8:00:00,9/18/2016 8:00:00,,,,,
416002147,Tuna longliners,12/24/2013 4:01:10,10/21/2015 13:50:46,JIN JAAN SHYANG NO.8,Longlines (not specified),"Taiwan, Republic of China",BJ4756,,64.98,23.26,CT4-2756,3802,WCPFC,,22565,39:21.0,14248,TWN,LO,Liners,LLT,LL,LOA,GT,MING JYH FWU NO.6,2/15/2011 8:00:00,,,Authorized,1/26/2015 8:00:00,1/25/2020 8:00:00,,,,,
416002642,Tuna longliners,10/12/2012 0:29:41,11/4/2015 15:57:05,FU GUO NO.28,Longlines (not specified),"Taiwan, Republic of China",BJ4834,,87.43,26.8,CT4-2834,3863,WCPFC,,22630,25:11.0,14300,TWN,LO,Liners,LLT,LL,LOA,GT,FENG DAR YU NO.368,2/15/2011 8:00:00,,,Authorized,12/26/2014 8:00:00,12/25/2019 8:00:00,,,,,
256000330,Non-fishing vessels nei,4/13/2013 15:37:12,12/31/2015 23:55:09,Mikela 1,Gear not known or not specified,Malta,9H3149,7111042,257,30,MLT000008058,ATEU0MLT00104,ICCAT,,32859,55:57.0,30743,MLT,VOX,Non-fishing vessels nei,VOX,NK,LOA,GT,Mikela I,6/5/2014 15:00:00,,,Authorized,4/30/2015 17:00:00,5/30/2016 17:00:00,,,,,5983
226267000,Trawlers,7/17/2012 11:03:31,12/28/2015 5:43:29,BARA PEMDEZ II,Bottom trawls,France,FMFF,9099406,188.49,24.96,FRA000898429,ATEU0FRA00403,ICCAT,,32921,49:16.0,30805,FRA,TO,Trawlers,TO,TB,LOA,GT,,,,,Authorized,12/31/2014 18:00:00,12/30/2015 18:00:00,,,,,7483
224112790,Unknown,5/23/2012 6:59:09,12/10/2015 10:40:23,ESMERALDA TERCERO,Hooks and lines (not specified),Spain,EA7329,,50.52,20,ESP000025946,ATEU0ESP00628,ICCAT,,33998,27:54.0,28625,ESP,UNK,Unknown,UNK,LX,LOA,GT,,,,,Expired,5/14/2014 15:00:00,12/30/2014 15:00:00,,,,,4125
355855000,Fish carriers,3/26/2012 3:44:10,12/31/2015 23:56:40,MONTELAURA,,Panama,3FRF5,,2695,96.95,,9464,WCPFC,,40900,06:11.0,20813,PAN,FO,Fish carriers,FO,,LOA,GRT,,,,,Unauthorized,,5/31/2014 20:06:11,5/31/2014 20:06:11,2,Expiration of authorization,Explicit CLAV 'DROP' request,
224987000,Tuna longliners,5/24/2013 19:25:33,12/31/2015 18:01:34,MAICOA TRES,Drifting longlines,Spain,ECBL,,606,43.5,3-VI-511-02,4560,CCSBT,,903,00:00.0,726,ESP,LO,Liners,LLT,LLD,UNK,GRT,,,,,Authorized,12/31/2008 8:00:00,12/30/2020 8:00:00,,,,,6493
224209000,Trawlers,10/10/2012 23:44:08,12/9/2015 21:20:47,CARMEN E PILAR,Bottom trawls,Spain,EAGZ,9192818,241,29.5,ESP000024200,ATEU0ESP00074,ICCAT,,9592,27:46.0,7954,ESP,TO,Trawlers,TO,TB,LOA,GT,,,,,Authorized,12/31/2005 18:00:00,12/30/2015 18:00:00,,,,,1687
224288000,Longliners,4/14/2012 7:45:10,12/31/2015 19:36:48,RAMSES DOUS,Handline and pole-lines (hand operated),Spain,EAOK,9166053,294,30,ESP000023528,ATEU0ESP00345,ICCAT,,9810,09:58.0,1483,ESP,LO,Liners,LL,LHP,LOA,GT,ASTRA I,12/30/2005 18:00:00,URY,12/30/2005 15:00:00,Authorized,12/31/2005 18:00:00,12/30/2015 18:00:00,,,,,1624
247145660,Trawlers,10/17/2012 3:01:23,12/31/2015 8:33:02,PIONIERE,Bottom trawls,Italy,IMNF,,174,25.1,ITA000019485,ATEU0ITA00435,ICCAT,,10905,43:58.0,8864,ITA,TO,Trawlers,TO,TB,LOA,GT,Marginella,4/9/2008 4:29:00,RUS,12/30/2005 15:00:00,Expired,12/31/2005 15:00:00,12/30/2014 15:00:00,,,,,1009
247143540,Non-fishing vessels nei,9/20/2012 23:34:04,11/18/2015 8:27:57,VINCENZA GIACALONE,Bottom trawls,Italy,IKIQ,,153,27.37,ITA000007915,ATEU0ITA00621,ICCAT,,11040,24:54.0,8999,ITA,VOX,Non-fishing vessels nei,VOX,TB,LOA,GT,,,,,Authorized,12/31/2005 18:00:00,12/30/2015 18:00:00,,,,,768
567025800,Longliners,11/14/2012 8:18:26,12/31/2015 15:57:56,MOOK ANDAMAN 018,Drifting longlines,Thailand,HSB2691,8113762,434,53.57,431000401,IOTC000156,IOTC,,11547,27:12.0,9164,THA,LO,Liners,LL,LLD,LOA,GT,CORONA,12/30/2010 15:00:00,HND,12/30/2010 15:00:00,Authorized,1/8/2015 15:00:00,12/30/2015 15:00:00,,,,,76410
431869000,Longliners,1/1/2012 9:09:37,12/31/2015 21:21:47,TAIYO MARU No.38,Drifting longlines,Japan,JEKL,9146754,618,49.3,SO1-1166,IOTC001486,IOTC,,12403,05:00.0,1232,JPN,LO,Liners,LL,LLD,LOA,GT,TAIYO MARU NO.38,7/31/2007 15:00:00,,,Authorized,7/31/2012 15:00:00,7/30/2017 15:00:00,,,,,51121
422802062,Tuna longliners,7/23/2015 7:09:33,7/29/2015 6:04:04,LI CHYUN NO.2,Longlines (not specified),"Taiwan, Republic of China",BI2376,8431073,717,56.3,CT7-0376,3941,WCPFC,,22708,38:37.0,699,TWN,LO,Liners,LLT,LL,LOA,GT,,,,,Authorized,12/17/2014 8:00:00,12/16/2018 8:00:00,,,,,
225374000,Longliners,3/13/2012 14:17:55,12/31/2015 20:22:20,Coyo Septimo,Longlines (not specified),Spain,ECHL,,490,42.5,VILL-1-1-07,14953,IATTC,,28517,00:00.0,196,ESP,LO,Liners,LL,LL,LOA,GT,,,,,Authorized,,,,,,,
431700980,Longliners,3/29/2013 3:36:11,12/31/2015 15:46:04,MYOJIN MARU 3,Longlines (not specified),Japan,JRRF,9004396,379,48.87,1056,292,CCSBT,,421,09:01.0,805,JPN,LO,Liners,LL,LL,REG,GRT,3 MYOJIN MARU,4/11/2007 1:10:18,,,Authorized,3/31/2015 8:00:00,3/30/2016 8:00:00,,,,,15986
440055000,Longliners,1/1/2012 3:26:46,12/31/2015 21:17:55,Oryong No. 325,Longlines (not specified),"Korea, Republic of",6MNZ,,389,47.99,9504012-6210003,8319,IATTC,,5995,00:00.0,870,KOR,LO,Liners,LL,LL,LOA,GT,ORYONG NO. 325,2/21/2011 3:00:00,,,Authorized,,,,,,,
440604000,Longliners,1/6/2012 11:36:01,12/31/2015 19:56:49,SHIN YUNG NO. 51,Longlines (not specified),"Korea, Republic of",6LGQ,,300,48.28,9512351-6260006,8349,IATTC,,6010,00:00.0,1125,KOR,LO,Liners,LL,LL,LOA,GRT,,,,,Authorized,,,,,,,
271062042,Unknown,3/2/2013 2:50:13,12/27/2015 23:19:48,MANAVLAR,Gear not known or not specified,Turkey,TCA2204,,142,25.6,10.08.TG.1378,AT000TUR00198,ICCAT,,8437,00:00.0,7061,TUR,UNK,Unknown,UNK,UNK,UNK,GRT,,,,,Authorized,,,,,,,2343
224091680,Trawlers,6/13/2012 22:25:28,12/31/2015 23:04:37,GONZACOVE DOS,Bottom trawls,Spain,EANG,9144603,205.94,27,ESP000023344,ATEU0ESP00122,ICCAT,,9629,27:46.0,7975,ESP,TO,Trawlers,TO,TB,LOA,GT,,,,,Authorized,12/31/2005 18:00:00,12/30/2015 18:00:00,,,,,1605
